기관코드,전체기관명,최하위기관명,차수,서열,소속기관차수,차상위기관코드,최상위기관코드,대표기관코드,유형분류_대,유형분류_중,유형분류_소,우편번호,행정동코드,소재지코드,나머지주소,지번,전화번호,팩스번호,생성일자,폐지일자,변경일자,존폐여부,이전기관코드
1490640,노동부 경인지방노동청 의정부지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490628,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490641,노동부 경인지방노동청 성남지방노동사무소,성남지방노동사무소,3.0,2.0,2.0,1490542,1490000,1490000,1.0,8.0,05,,,4113110100,,025500000,0342-734-0009,0342-746-9361,,20060302.0,20060227.0,1,
1490642,노동부 경인지방노동청 성남지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490641,1490000,1490000,1.0,4.0,07,,,4113110100,,025500000,0342-748-0002,0342-746-9361,,20060302.0,20060227.0,1,
1490643,노동부 경인지방노동청 성남지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490641,1490000,1490000,1.0,4.0,07,,,4113110100,,025500000,0342-746-9353,0342-746-9361,,20060302.0,20060227.0,1,
1490644,노동부 경인지방노동청 성남지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490641,1490000,1490000,1.0,4.0,07,,,4113110100,,025500000,0342-746-4949,0342-746-9361,,20060302.0,20060227.0,1,
1490645,노동부 경인지방노동청 성남지방노동사무소 보상과,보상과,4.0,,0.0,1490641,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490646,노동부 경인지방노동청 성남지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490641,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490647,노동부 경인지방노동청 성남지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490641,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490648,노동부 경인지방노동청 성남지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490641,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490649,노동부 경인지방노동청 성남지방노동사무소 성남고용안정센터,성남고용안정센터,4.0,4.0,0.0,1490641,1490000,1490000,1.0,4.0,11,,,4113110100,,025500000,0342-734-1919,0342-746-8219,20000417,20100705.0,20100727.0,1,
1490650,노동부 경인지방노동청 성남지방노동사무소 분당고용안정센터,분당고용안정센터,4.0,4.0,0.0,1490641,1490000,1490000,1.0,4.0,11,,,4113510700,,003530003,0342-702-9090,0342-707-8219,20000417,20100705.0,20100727.0,1,
1490651,노동부 경인지방노동청 성남지방노동사무소 이천고용안정센터,이천고용안정센터,4.0,4.0,0.0,1490641,1490000,1490000,1.0,4.0,11,,,4153010400,,000020000,0336-632-9898,0336-635-8219,,20060302.0,20060227.0,1,
1490652,노동부 경인지방노동청 성남지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490641,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490653,노동부 광주지방노동청,광주지방노동청,2.0,3.0,1.0,1490000,1490000,1490000,1.0,8.0,05,,,2911011300,,000010004,062-227-3114,062-227-3112,20000101,20100705.0,20100727.0,1,
1490654,노동부 광주지방노동청 관리과,관리과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011300,,000010004,062-227-3114,062-227-3112,20000101,20100705.0,20100727.0,1,
1490655,노동부 광주지방노동청 근로감독과,근로감독과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011300,,000010004,062-227-3115,062-227-3112,,20060303.0,20060228.0,1,
1490656,노동부 광주지방노동청 산업안전과,산업안전과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011300,,000010004,062-227-3814,062-227-3112,20000101,20100705.0,20100727.0,1,
1490657,노동부 광주지방노동청 근로여성과,근로여성과,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,07,,,2911011300,,000010004,062-226-8368,062-227-3112,,20020527.0,20020530.0,1,
1490658,노동부 광주지방노동청 보상과,보상과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490659,노동부 광주지방노동청 직업안정과,직업안정과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490660,노동부 광주지방노동청 고용안정1과,고용안정1과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490661,노동부 광주지방노동청 고용안정2과,고용안정2과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490662,노동부 광주지방노동청 광주동부고용안정센터,광주동부고용안정센터,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,2911011300,,000010004,062-226-8362,062-234-8219,,20020527.0,20020530.0,1,
1490663,노동부 광주지방노동청 광주서부고용안정센터,광주서부고용안정센터,3.0,2.0,0.0,1490653,1490000,1490000,1.0,4.0,11,,,2914011900,,000060015,062-361-9190,062-364-7337,20000417,20100705.0,20100727.0,1,
1490664,노동부 광주지방노동청 고용보험심사관,고용보험심사관,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490665,노동부 광주지방노동청 고용보험과,고용보험과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490666,노동부 광주지방노동청 노사협력과,노사협력과,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490667,노동부 광주지방노동청 여수산업안전팀,여수산업안전팀,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490668,노동부 광주지방노동청 전주산업안전팀,전주산업안전팀,3.0,,0.0,1490653,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490669,노동부 광주지방노동청 전주지방노동사무소,전주지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4511310300,,008070008,0652-244-0009,0652-244-2083,,20060302.0,20060227.0,1,
1490670,노동부 광주지방노동청 전주지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490669,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,0652-245-2081,0652-244-2083,,20060302.0,20060227.0,1,
1490671,노동부 광주지방노동청 전주지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490669,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,0652-245-2084,0652-244-2083,,20060302.0,20060227.0,1,
1490672,노동부 광주지방노동청 전주지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490669,1490000,1490000,1.0,4.0,07,,,4511310300,,008070008,0652-245-2088,0652-244-2083,,20060302.0,20060227.0,1,
1490673,노동부 광주지방노동청 전주지방노동사무소 보상과,보상과,4.0,,0.0,1490669,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490674,노동부 광주지방노동청 전주지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490669,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490675,노동부 광주지방노동청 전주지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490669,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490676,노동부 광주지방노동청 전주지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490669,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490677,노동부 광주지방노동청 전주지방노동사무소 전주동부고용안정센터,전주동부고용안정센터,4.0,4.0,3.0,1490669,1490000,1490000,1.0,8.0,05,,,4511310300,,000030000,0652-245-2077,0652-245-8219,,20060302.0,20060227.0,1,
1490678,노동부 광주지방노동청 전주지방노동사무소 전주서부고용안정센터,전주서부고용안정센터,4.0,4.0,3.0,1490669,1490000,1490000,1.0,8.0,05,,,4511113100,,002410002,0652-222-7836,0652-221-2097,,20060302.0,20060227.0,1,
1490679,노동부 광주지방노동청 전주지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490669,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490680,노동부 광주지방노동청 목포지방노동사무소,목포지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4611015800,,009760000,0631-284-0009,0631-283-7817,,20060302.0,20060227.0,1,
1490681,노동부 광주지방노동청 목포지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490680,1490000,1490000,1.0,4.0,07,,,4611017300,,009760000,0631-283-7811,0631-283-7817,,20060302.0,20060227.0,1,
1490682,노동부 광주지방노동청 목포지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490680,1490000,1490000,1.0,4.0,07,,,4611017300,,009760000,0631-283-7812,0631-283-7817,,20060302.0,20060227.0,1,
1490683,노동부 광주지방노동청 목포지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490680,1490000,1490000,1.0,4.0,07,,,4611017300,,009760000,0631-283-7814,0631-283-7817,,20060302.0,20060227.0,1,
1490684,노동부 광주지방노동청 목포지방노동사무소 보상과,보상과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490685,노동부 광주지방노동청 목포지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490686,노동부 광주지방노동청 목포지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490687,노동부 광주지방노동청 목포지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490688,노동부 광주지방노동청 목포지방노동사무소 목포고용안정센터,목포고용안정센터,4.0,4.0,3.0,1490680,1490000,1490000,1.0,8.0,05,,,4611000000,,009760000,0631-283-7813,0631-283-8219,,20060302.0,20060227.0,1,
1490689,노동부 광주지방노동청 목포지방노동사무소 대불고용안정센터,대불고용안정센터,4.0,5.0,3.0,1490680,1490000,1490000,1.0,8.0,05,,,4611000000,,009800000,0631-283-1971,0631-283-8218,,20060302.0,20060227.0,1,
1490690,노동부 광주지방노동청 목포지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490691,노동부 광주지방노동청 목포지방노동사무소 산재보험과,산재보험과,4.0,,0.0,1490680,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490692,노동부 광주지방노동청 여수지방노동사무소,여수지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4613012000,,001110001,0662-651-0009,0662-651-6890,,20060302.0,20060227.0,1,
1490693,노동부 광주지방노동청 여수지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490692,1490000,1490000,1.0,4.0,07,,,4613012000,,001110001,0662-651-6882,0662-651-6890,,20060302.0,20060227.0,1,
1490694,노동부 광주지방노동청 여수지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490692,1490000,1490000,1.0,4.0,07,,,4613012000,,001110001,0662-651-6883,0662-651-6890,,20060302.0,20060227.0,1,
1490695,노동부 광주지방노동청 여수지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490692,1490000,1490000,1.0,4.0,07,,,4613012000,,001110001,0662-651-6885,0662-651-6890,,20060302.0,20060227.0,1,
1490696,노동부 광주지방노동청 여수지방노동사무소 보상과,보상과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490697,노동부 광주지방노동청 여수지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490698,노동부 광주지방노동청 여수지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490699,노동부 광주지방노동청 여수지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490700,노동부 광주지방노동청 여수지방노동사무소 여수고용안정센터,여수고용안정센터,4.0,4.0,3.0,1490692,1490000,1490000,1.0,8.0,05,,,4613012000,,001110001,0662-651-6881,0662-651-7328,,20060302.0,20060227.0,1,
1490701,노동부 광주지방노동청 여수지방노동사무소 순천고용안정센터,순천고용안정센터,4.0,5.0,0.0,1490692,1490000,1490000,1.0,4.0,11,,,4615010800,,000870000,0661-741-9090,0661-755-8219,20000417,20100705.0,20100727.0,1,
1490702,노동부 광주지방노동청 여수지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490703,노동부 광주지방노동청 여수지방노동사무소 산재보험과,산재보험과,4.0,,0.0,1490692,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490704,노동부 광주지방노동청 이리지방노동사무소,이리지방노동사무소,3.0,,0.0,1490000,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490705,노동부 광주지방노동청 이리지방노동사무소 관리과,관리과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490706,노동부 광주지방노동청 이리지방노동사무소 근로감독과,근로감독과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490707,노동부 광주지방노동청 이리지방노동사무소 산업안전과,산업안전과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490708,노동부 광주지방노동청 이리지방노동사무소 보상과,보상과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490709,노동부 광주지방노동청 이리지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490710,노동부 광주지방노동청 이리지방노동사무소 산재보험과,산재보험과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490711,노동부 광주지방노동청 이리지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490704,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490712,노동부 광주지방노동청 익산지방노동사무소,익산지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4514011200,,001810007,0653-855-0009,0653-851-2963,,20060302.0,20060227.0,1,
1490713,노동부 광주지방노동청 익산지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490712,1490000,1490000,1.0,4.0,07,,,4514011200,,001810007,0653-842-4447,0653-851-2963,,20060302.0,20060227.0,1,
1490714,노동부 광주지방노동청 익산지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490712,1490000,1490000,1.0,4.0,07,,,4514011200,,001810007,0653-842-2402,0653-851-2963,,20060302.0,20060227.0,1,
1490715,노동부 광주지방노동청 익산지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490712,1490000,1490000,1.0,4.0,07,,,4514011200,,001810007,0653-842-4906,0653-851-2963,,20060302.0,20060227.0,1,
1490716,노동부 광주지방노동청 익산지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490712,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490717,노동부 광주지방노동청 익산지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490712,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490718,노동부 광주지방노동청 익산지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490712,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490719,노동부 광주지방노동청 익산지방노동사무소 익산중부고용안정센터,익산중부고용안정센터,4.0,4.0,3.0,1490712,1490000,1490000,1.0,8.0,05,,,4514011200,,001810007,0653-843-9090,0653-843-8219,,20060302.0,20060227.0,1,
1490720,노동부 광주지방노동청 익산지방노동사무소 익산남부고용안정센터,익산남부고용안정센터,4.0,4.0,3.0,1490712,1490000,1490000,1.0,8.0,05,,,4514010900,,000440006,0653-855-2400,0653-842-9726,,20060302.0,20060227.0,1,
1490721,노동부 광주지방노동청 익산지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490712,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490722,노동부 광주지방노동청 군산지방노동사무소,군산지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4513013400,,008520001,0654-452-0009,0654-452-5271,,20060302.0,20060227.0,1,
1490723,노동부 광주지방노동청 군산지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490722,1490000,1490000,1.0,4.0,07,,,4513013400,,008520001,0654-452-1126,0654-452-5271,,20060302.0,20060227.0,1,
1490724,노동부 광주지방노동청 군산지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490722,1490000,1490000,1.0,4.0,07,,,4513013400,,008520001,0654-452-1123,0654-452-5271,,20060302.0,20060227.0,1,
1490725,노동부 광주지방노동청 군산지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490722,1490000,1490000,1.0,4.0,07,,,4513013400,,008520001,0654-452-4531,0654-452-5271,,20060302.0,20060227.0,1,
1490726,노동부 광주지방노동청 군산지방노동사무소 보상과,보상과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490727,노동부 광주지방노동청 군산지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490728,노동부 광주지방노동청 군산지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490729,노동부 광주지방노동청 군산지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490730,노동부 광주지방노동청 군산지방노동사무소 군산중앙고용안정센터,군산중앙고용안정센터,4.0,4.0,3.0,1490722,1490000,1490000,1.0,8.0,05,,,4513013400,,008520001,0654-452-5272,0654-452-5271,,20060302.0,20060227.0,1,
1490731,노동부 광주지방노동청 군산지방노동사무소 군산나운고용안정센터,군산나운고용안정센터,4.0,4.0,3.0,1490722,1490000,1490000,1.0,8.0,05,,,4513014400,,008380001,0654-471-0291,0654-471-0296,,20060302.0,20060227.0,1,
1490732,노동부 광주지방노동청 군산지방노동사무소 산재보험과,산재보험과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490733,노동부 광주지방노동청 군산지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490722,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490734,노동부 광주지방노동청 제주지방노동사무소,제주지방노동사무소,3.0,2.0,2.0,1490653,1490000,1490000,1.0,8.0,05,,,4911010400,,004170003,064-753-2450,064-752-9079,,20060302.0,20060227.0,1,
1490735,노동부 광주지방노동청 제주지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490734,1490000,1490000,1.0,4.0,07,,,4911010400,,004170003,064-753-2450,064-752-9079,,20060302.0,20060227.0,1,
1490736,노동부 광주지방노동청 제주지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490734,1490000,1490000,1.0,4.0,07,,,4911010400,,004170003,064-752-6232,064-752-9079,,20060302.0,20060227.0,1,
1490737,노동부 광주지방노동청 제주지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490734,1490000,1490000,1.0,4.0,07,,,4911010400,,004170003,064-755-0453,064-752-9079,,20060302.0,20060227.0,1,
1490738,노동부 광주지방노동청 제주지방노동사무소 보상과,보상과,4.0,,0.0,1490734,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490739,노동부 광주지방노동청 제주지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490734,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490740,노동부 광주지방노동청 제주지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490734,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490741,노동부 광주지방노동청 제주지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490734,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490742,노동부 광주지방노동청 제주지방노동사무소 제주고용안정센터,제주고용안정센터,4.0,4.0,3.0,1490734,1490000,1490000,1.0,8.0,05,,,4911010400,,004170003,064-757-2400,064-752-8218,,20060302.0,20060227.0,1,
1490743,노동부 광주지방노동청 제주지방노동사무소 서귀포고용안정센터,서귀포고용안정센터,4.0,4.0,3.0,1490734,1490000,1490000,1.0,8.0,05,,,4913010200,,007330000,064-739-9170,064-739-9180,,20060302.0,20060227.0,1,
1490744,노동부 광주지방노동청 제주지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490734,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490745,노동부 대전지방노동청,대전지방노동청,2.0,3.0,1.0,1490000,1490000,1490000,1.0,8.0,05,,,3017011200,,013030000,042-480-6295,042-480-6224,20000101,20100705.0,20100727.0,1,
1490746,노동부 대전지방노동청 관리과,관리과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,042-480-6210,042-480-6224,20000101,20100705.0,20100727.0,1,
1490747,노동부 대전지방노동청 근로감독과,근로감독과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,042-480-6250,042-480-6224,20000101,20100705.0,20100727.0,1,
1490748,노동부 대전지방노동청 산업안전과,산업안전과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,042-480-6300,042-480-6224,20000101,20100705.0,20100727.0,1,
1490749,노동부 대전지방노동청 근로여성과,근로여성과,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,07,,,3017011200,,013030000,042-480-6280,042-480-6224,,20020527.0,20020530.0,1,
1490750,노동부 대전지방노동청 보상과,보상과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490751,노동부 대전지방노동청 직업안정과,직업안정과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490752,노동부 대전지방노동청 고용안정1과,고용안정1과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490753,노동부 대전지방노동청 고용안정2과,고용안정2과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490754,노동부 대전지방노동청 대전고용안정센터,대전고용안정센터,3.0,3.0,2.0,1490745,1490000,1490000,1.0,8.0,05,,,3017011200,,013030000,042-480-6312,042-489-8219,,20030607.0,20030612.0,1,
1490755,노동부 대전지방노동청 대전동부고용안정센터,대전동부고용안정센터,3.0,3.0,0.0,1490745,1490000,1490000,1.0,4.0,11,,,3011000000,,000000000,042-627-9093,042-626-8219,20000417,20100705.0,20100727.0,1,
1490756,노동부 대전지방노동청 유성고용안정센터,유성고용안정센터,3.0,3.0,2.0,1490745,1490000,1490000,1.0,4.0,11,,,3020011100,,004460014,042-825-1919,042-825-1912,,20040701.0,20040628.0,1,
1490757,노동부 대전지방노동청 고용보험심사관,고용보험심사관,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490758,노동부 대전지방노동청 고용보험과,고용보험과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490759,노동부 대전지방노동청 노사협력과,노사협력과,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490760,노동부 대전지방노동청 천안산업안전팀,천안산업안전팀,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490761,노동부 대전지방노동청 청주산업안전팀,청주산업안전팀,3.0,,0.0,1490745,1490000,1490000,,,,,,,,,,,,20110412.0,,1,
1490762,노동부 대전지방노동청 청주지방노동사무소,청주지방노동사무소,3.0,3.0,2.0,1490745,1490000,1490000,1.0,8.0,05,,,4311310800,청주지방합동청사,014270000,043-252-6641,043-253-1919,20000417,20100705.0,20100727.0,1,
1490763,노동부 대전지방노동청 청주지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490762,1490000,1490000,1.0,4.0,07,,,4311010200,,001330002,0431-252-6641,0431-253-1919,,20060302.0,20060227.0,1,
1490764,노동부 대전지방노동청 청주지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490762,1490000,1490000,1.0,4.0,07,,,4311010200,,001330002,0431-252-6642,0431-253-1919,,20060302.0,20060227.0,1,
1490765,노동부 대전지방노동청 청주지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490762,1490000,1490000,1.0,4.0,07,,,4311010200,,001330002,0431-257-1192,0431-253-1919,,20060302.0,20060227.0,1,
1490766,노동부 대전지방노동청 청주지방노동사무소 보상과,보상과,4.0,,0.0,1490762,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490767,노동부 대전지방노동청 청주지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490762,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490768,노동부 대전지방노동청 청주지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490762,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490769,노동부 대전지방노동청 청주지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490762,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490770,노동부 대전지방노동청 청주지방노동사무소 청주서부고용안정센터,청주서부고용안정센터,4.0,4.0,3.0,1490762,1490000,1490000,1.0,8.0,05,,,4311000000,,000150001,0431-252-6646,0431-223-8219,,20060302.0,20060227.0,1,
1490771,노동부 대전지방노동청 청주지방노동사무소 청주동부고용안정센터,청주동부고용안정센터,4.0,4.0,3.0,1490762,1490000,1490000,1.0,8.0,05,,,4311000000,,000150001,0431-252-2400,0431-256-0071,,20060302.0,20060227.0,1,
1490772,노동부 대전지방노동청 청주지방노동사무소 고용보험과,고용보험과,4.0,,0.0,1490762,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490773,노동부 대전지방노동청 천안지방노동사무소,천안지방노동사무소,3.0,3.0,2.0,1490745,1490000,1490000,1.0,8.0,05,,,4413012500,,003690002,0417-556-0009,0417-556-1228,,20060302.0,20060227.0,1,
1490774,노동부 대전지방노동청 천안지방노동사무소 관리과,관리과,4.0,1.0,0.0,1490773,1490000,1490000,1.0,4.0,07,,,4413012500,,003690002,0417-556-2042,0417-556-1228,,20060302.0,20060227.0,1,
1490775,노동부 대전지방노동청 천안지방노동사무소 근로감독과,근로감독과,4.0,2.0,0.0,1490773,1490000,1490000,1.0,4.0,07,,,4413012500,,003690002,0417-556-1223,0417-556-1228,,20060302.0,20060227.0,1,
1490776,노동부 대전지방노동청 천안지방노동사무소 산업안전과,산업안전과,4.0,3.0,0.0,1490773,1490000,1490000,1.0,4.0,07,,,4413012500,,003690002,0417-556-1225,0417-556-1228,,20060302.0,20060227.0,1,
1490777,노동부 대전지방노동청 천안지방노동사무소 보상과,보상과,4.0,,0.0,1490773,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490778,노동부 대전지방노동청 천안지방노동사무소 직업안정과,직업안정과,4.0,,0.0,1490773,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490779,노동부 대전지방노동청 천안지방노동사무소 고용안정1과,고용안정1과,4.0,,0.0,1490773,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
1490780,노동부 대전지방노동청 천안지방노동사무소 고용안정2과,고용안정2과,4.0,,0.0,1490773,1490000,1490000,,,,,,,,,,,,20060302.0,20060227.0,1,
